id,author,is_organization,downloads,likes,created_at,last_modified,pipeline_tag,tags,trust_claim,trust_evidence,bias_claim,bias_evidence,interp_claim,interp_evidence,clinical_use_disclaimer,interpretability_method_named,trust_gap,bias_gap,interp_gap,gap_score,any_claim,any_gap,log_downloads,log_likes
OpenMed/OpenMed-PII-Spanish-ClinicalBGE-Large-335M-v1-mlx,OpenMed,True,7,0,2026-04-08 19:51:48+00:00,2026-04-14 07:45:15+00:00,token-classification,"['openmed', 'bert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-PII-Spanish-ClinicalBGE-Large-335M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-Spanish-ClinicalBGE-Large-335M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.0794415416798357,0.0
MBoemo/DNABERT-2-117M-Flash,MBoemo,False,2,0,2026-01-15 14:58:17+00:00,2026-01-15 16:57:51+00:00,,"['pytorch', 'biology', 'medical', 'genomics', 'custom_code', 'arxiv:2306.15006', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.0986122886681098,0.0
maximehpe/chest-vlm-run12,maximehpe,False,14,0,2026-06-15 09:28:49+00:00,2026-06-15 09:28:56+00:00,image-text-to-text,"['peft', 'safetensors', 'medical', 'chest-x-ray', 'medgemma', 'lora', 'structured-output', 'image-text-to-text', 'conversational', 'base_model:google/medgemma-1.5-4b-it', 'base_model:adapter:google/medgemma-1.5-4b-it', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,2.70805020110221,0.0
flowxai/intentrouter,flowxai,True,21,0,2026-07-19 18:24:02+00:00,2026-07-19 18:26:14+00:00,text-classification,"['transformers', 'onnx', 'safetensors', 'modernbert', 'text-classification', 'ner', 'on-device', 'privacy', 'flowx', 'openner', 'healthcare', 'de-identification', 'base_model:answerdotai/ModernBERT-base', 'base_model:quantized:answerdotai/ModernBERT-base', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",yes,yes,no,no,no,no,no,,False,False,False,0,True,False,3.091042453358316,0.0
Helios9/BioMed_NER,Helios9,False,114,8,2024-11-11 20:28:58+00:00,2025-01-30 15:34:40+00:00,token-classification,"['safetensors', 'deberta-v2', 'medical', 'biology', 'NER', 'Biomedical', 'deberta', 'dataset', 'token-classification', 'en', 'base_model:microsoft/deberta-v3-base', 'base_model:finetune:microsoft/deberta-v3-base', 'license:unknown', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,4.74493212836325,2.1972245773362196
iamaber/mistral-7b-pubmedqa-adapter,iamaber,False,0,0,2026-04-05 06:42:54+00:00,2026-04-05 06:52:19+00:00,text-generation,"['transformers', 'safetensors', 'peft', 'lora', 'loraplus', 'pubmedqa', 'medical', 'text-generation', 'dataset:qiaojin/PubMedQA', 'base_model:mistralai/Mistral-7B-Instruct-v0.3', 'base_model:adapter:mistralai/Mistral-7B-Instruct-v0.3', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
ig1/BioMistral-7B-FP8-Dynamic,ig1,True,4,0,2025-12-16 16:43:38+00:00,2025-12-16 16:54:05+00:00,text-generation,"['transformers', 'safetensors', 'mistral', 'text-generation', 'biomedical', 'medical', 'fp8', 'quantization', 'vllm', 'conversational', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'compressed-tensors', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
anaschahid/medical-specialty-classifier,anaschahid,False,6,0,2025-08-23 20:40:02+00:00,2026-02-08 13:38:58+00:00,text-classification,"['safetensors', 'bert', 'medical', 'classification', 'biomedical', 'pubmedbert', 'healthcare', 'medical-specialty', 'imbalanced-data', 'class-weights', 'data-augmentation', 'text-classification', 'en', 'base_model:microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext', 'base_model:finetune:microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext', 'license:apache-2.0', 'region:us']",no,no,yes,yes,no,no,no,,False,False,False,0,True,False,1.9459101490553132,0.0
servantofares/Qwythos-9B-Claude-Mythos-5-1M-GGUF,servantofares,False,481,0,2026-07-12 23:40:21+00:00,2026-07-12 23:40:21+00:00,image-text-to-text,"['gguf', 'llama.cpp', 'quantized', 'qwen3.5', 'reasoning', 'uncensored', 'long-context', '1M-context', 'function-calling', 'multimodal', 'vision', 'cybersecurity', 'biomedical', 'agentic', 'image-text-to-text', 'en', 'base_model:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'base_model:quantized:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,6.1779441140506,0.0
OpenMed/OpenMed-PII-French-mClinicalE5-Large-560M-v1-mlx,OpenMed,True,13,0,2026-04-08 19:17:03+00:00,2026-04-14 07:43:15+00:00,token-classification,"['openmed', 'xlm-roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-PII-French-mClinicalE5-Large-560M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-French-mClinicalE5-Large-560M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.6390573296152584,0.0
X-iZhang/libra-maira-2,X-iZhang,False,50,3,2025-07-16 00:08:51+00:00,2025-12-22 15:48:21+00:00,image-text-to-text,"['transformers', 'safetensors', 'libra', 'text-generation', 'maira2', 'custom_code', 'radiology', 'Automated Chest X-ray Report Generation', 'MLLM', 'RRG', 'image-text-to-text', 'conversational', 'en', 'arxiv:2406.04449', 'arxiv:2411.19378', 'arxiv:2509.23379', 'base_model:lmsys/vicuna-7b-v1.5', 'base_model:merge:lmsys/vicuna-7b-v1.5', 'base_model:microsoft/rad-dino-maira-2', 'base_model:merge:microsoft/rad-dino-maira-2', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,3.9318256327243257,1.3862943611198906
guinansu/MedSAMix,guinansu,False,9,2,2025-08-14 19:05:48+00:00,2025-08-21 08:23:19+00:00,image-segmentation,"['transformers', 'safetensors', 'sam', 'mask-generation', 'medical', 'image-segmentation', 'arxiv:2508.11032', 'base_model:facebook/sam-vit-base', 'base_model:finetune:facebook/sam-vit-base', 'license:mit', 'endpoints_compatible', 'region:us']",no,no,yes,yes,no,no,no,,False,False,False,0,True,False,2.302585092994046,1.0986122886681098
mozarcik/Llama-PLLuM-70B-instruct-2412-awq,mozarcik,False,44,0,2026-05-21 19:20:56+00:00,2026-05-23 20:59:31+00:00,text-generation,"['vllm', 'safetensors', 'llama', 'awq', '4-bit', 'compressed-tensors', 'awq_marlin', 'rocm', 'amd', 'polish', 'quantized', 'medical', 'text-generation', 'conversational', 'pl', 'en', 'dataset:mozarcik/clinical-pl-smpc-awq-calibration', 'arxiv:2511.03823', 'base_model:CYFRAGOVPL/Llama-PLLuM-70B-instruct-2412', 'base_model:quantized:CYFRAGOVPL/Llama-PLLuM-70B-instruct-2412', 'license:llama3.1', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.8066624897703196,0.0
TheBlueObserver/HuatuoGPT-o1-7B-MLX-196c8,TheBlueObserver,False,1,0,2025-02-13 00:23:12+00:00,2025-02-13 00:26:41+00:00,text-generation,"['mlx', 'safetensors', 'qwen2', 'medical', 'text-generation', 'conversational', 'en', 'zh', 'dataset:FreedomIntelligence/medical-o1-reasoning-SFT', 'dataset:FreedomIntelligence/medical-o1-verifiable-problem', 'base_model:FreedomIntelligence/HuatuoGPT-o1-7B', 'base_model:quantized:FreedomIntelligence/HuatuoGPT-o1-7B', 'license:apache-2.0', '4-bit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.6931471805599453,0.0
LoneStriker/BioMistral-7B-SLERP-4.0bpw-h6-exl2,LoneStriker,False,4,0,2024-02-19 15:29:22+00:00,2024-02-19 15:31:18+00:00,text-generation,"['transformers', 'safetensors', 'mistral', 'text-generation', 'mergekit', 'merge', 'slerp', 'medical', 'biology', 'conversational', 'fr', 'en', 'es', 'it', 'pl', 'nl', 'de', 'dataset:pubmed', 'arxiv:2402.10373', 'base_model:BioMistral/BioMistral-7B', 'base_model:merge:BioMistral/BioMistral-7B', 'base_model:mistralai/Mistral-7B-Instruct-v0.1', 'base_model:merge:mistralai/Mistral-7B-Instruct-v0.1', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
OpenMed/OpenMed-NER-DiseaseDetect-ModernMed-149M,OpenMed,True,75155,0,2025-07-18 08:48:23+00:00,2025-08-05 09:44:39+00:00,token-classification,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'disease-entity-recognition', 'medical-diagnosis', 'pathology', 'biocuration', 'disease', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",yes,partial,no,no,no,no,no,,False,False,False,0,True,False,11.227321232313413,0.0
LuxExcudo/Anton-Medical-Gemma3,LuxExcudo,False,12,0,2026-03-11 16:45:13+00:00,2026-03-11 19:29:35+00:00,,"['gguf', 'medical', 'emergency', 'gemma3', 'ties-merge', 'unsloth', 'tool-calling', 'anton', 'de', 'en', 'license:gemma', 'endpoints_compatible', 'region:us', 'conversational']",yes,no,no,no,no,no,no,,True,False,False,1,True,True,2.5649493574615367,0.0
ClinicalNLP/SDOHv7,ClinicalNLP,True,56,11,2023-02-24 04:50:39+00:00,2024-04-27 17:05:21+00:00,text-classification,"['transformers', 'pytorch', 'deberta-v2', 'text-classification', 'autotrain', 'healthcare', 'sdoh', 'social determinants of health', 'en', 'dataset:reachosen/autotrain-data-sdohv7', 'license:apache-2.0', 'co2_eq_emissions', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",no,no,no,no,no,no,no,,False,False,False,0,False,False,4.04305126783455,2.4849066497880004
Lamapi/next-1b-Q5_K_M-GGUF,Lamapi,False,23,2,2025-10-28 10:49:34+00:00,2025-10-28 10:49:41+00:00,text-generation,"['transformers', 'gguf', 'turkish', 'türkiye', 'english', 'ai', 'lamapi', 'gemma3', 'next', 'next-x1', 'efficient', 'text-generation', 'open-source', '1b', 'huggingface', 'large-language-model', 'llm', 'causal', 'transformer', 'artificial-intelligence', 'machine-learning', 'ai-research', 'natural-language-processing', 'nlp', 'finetuned', 'lightweight', 'creative', 'summarization', 'question-answering', 'chat-model', 'generative-ai', 'optimized-model', 'unsloth', 'trl', 'sft', 'chemistry', 'biology', 'finance', 'legal', 'music', 'art', 'code', 'climate', 'medical', 'agent', 'text-generation-inference', 'llama-cpp', 'gguf-my-repo', 'tr', 'ar', 'af', 'az', 'es', 'en', 'el', 'ro', 'ru', 'rm', 'th', 'uk', 'uz', 'pl', 'pt', 'fa', 'sk', 'sl', 'da', 'de', 'nl', 'fr', 'fi', 'ka', 'hi', 'hu', 'hy', 'ja', 'kk', 'kn', 'ko', 'ku', 'ky', 'la', 'lb', 'id', 'is', 'it', 'zh', 'cs', 'vi', 'be', 'bg', 'bs', 'ne', 'mn', 'dataset:mlabonne/FineTome-100k', 'dataset:ITCL/FineTomeOs', 'dataset:Gryphe/ChatGPT-4o-Writing-Prompts', 'dataset:dongguanting/ARPO-SFT-54K', 'dataset:GreenerPastures/All-Your-Base-Full', 'dataset:Gryphe/Opus-WritingPrompts', 'dataset:HuggingFaceH4/MATH-500', 'dataset:mlabonne/smoltalk-flat', 'dataset:mlabonne/natural_reasoning-formatted', 'dataset:OpenSPG/KAG-Thinker-training-dataset', 'dataset:uclanlp/Brief-Pro', 'dataset:CognitiveKernel/CognitiveKernel-Pro-SFT', 'dataset:SuperbEmphasis/Claude-4.0-DeepSeek-R1-RP-SFWish', 'dataset:QuixiAI/dolphin-r1', 'dataset:mlabonne/lmsys-arena-human-sft-55k', 'base_model:thelamapi/next-1b', 'base_model:quantized:thelamapi/next-1b', 'license:mit', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.1780538303479458,1.0986122886681098
InMedData/InMD-X-INF,InMedData,False,0,0,2024-02-19 08:57:27+00:00,2024-02-26 05:04:13+00:00,text-generation,"['transformers', 'safetensors', 'medical', 'text-generation', 'en', 'arxiv:2402.11883', 'base_model:Intel/neural-chat-7b-v3-1', 'base_model:finetune:Intel/neural-chat-7b-v3-1', 'license:cc-by-nc-sa-4.0', 'endpoints_compatible', 'region:us']",yes,partial,no,no,no,no,no,,False,False,False,0,True,False,0.0,0.0
wonwoostar/wonwoo,wonwoostar,False,0,0,2025-10-17 04:23:11+00:00,2025-10-17 04:24:47+00:00,token-classification,"['bertopic', 'medical', 'finance', 'token-classification', 'aa', 'ay', 'ko', 'dataset:openai/gdpval', 'base_model:ibm-granite/granite-docling-258M', 'base_model:finetune:ibm-granite/granite-docling-258M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
IronHead44/DNABERT-2-117M,IronHead44,False,3512,0,2026-06-28 10:27:48+00:00,2026-06-29 14:30:54+00:00,,"['pytorch', 'biology', 'medical', 'genomics', 'custom_code', 'arxiv:2306.15006', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,8.164225652265827,0.0
ZhangQiao123/MedGemma3N-chinese-qa-v1,ZhangQiao123,False,0,0,2025-07-27 04:22:08+00:00,2025-07-27 04:22:21+00:00,text-generation,"['transformers', 'safetensors', 'medical', 'chinese', 'qa', 'gemma3n', 'lora', 'unsloth', 'text-generation', 'conversational', 'zh', 'dataset:FreedomIntelligence/huatuo_encyclopedia_qa', 'dataset:FreedomIntelligence/medical-o1-reasoning-SFT', 'dataset:FreedomIntelligence/huatuo_knowledge_graph_qa', 'base_model:unsloth/gemma-3n-E4B-it', 'base_model:adapter:unsloth/gemma-3n-E4B-it', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",yes,no,no,no,no,no,yes,,True,False,False,1,True,True,0.0,0.0
Adisri99/medgpt-v3-model,Adisri99,False,0,0,2026-04-05 23:37:29+00:00,2026-04-05 23:37:31+00:00,,"['sklearn', 'joblib', 'medical', 'machine-learning', 'retrieval', 'demo', 'license:mit', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,0.0,0.0
OpenMed/OpenMed-PII-Telugu-mLiteClinical-Base-135M-v1-mlx,OpenMed,True,5,0,2026-04-08 20:48:59+00:00,2026-04-14 07:46:27+00:00,token-classification,"['openmed', 'distilbert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-PII-Telugu-mLiteClinical-Base-135M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-Telugu-mLiteClinical-Base-135M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.791759469228055,0.0
vishal042002/Llama3.2-3b-Instruct-ClinicalSurgery,vishal042002,False,4,1,2024-11-03 11:45:50+00:00,2024-11-04 12:14:47+00:00,text-generation,"['transformers', 'safetensors', 'llama', 'text-generation', 'text-generation-inference', 'unsloth', 'medical', 'Book2Data', 'finetune', 'Ragbased-q&a', 'conversational', 'en', 'dataset:vishal042002/Clinical-surgery', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,1.6094379124341003,0.6931471805599453
tonyanyanwu5448/nzube-glaucoma-detection-model,tonyanyanwu5448,False,0,0,2025-07-27 08:57:44+00:00,2025-07-28 08:50:32+00:00,image-classification,"['transformers.js', 'onnx', 'medical', 'glaucoma', 'eye-disease', 'image-classification', 'base_model:google/mobilenet_v2_1.0_224', 'base_model:quantized:google/mobilenet_v2_1.0_224', 'license:mit', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,0.0,0.0
ericrisco/medical-gemma-3n-lora,ericrisco,False,2,0,2025-07-21 21:29:00+00:00,2025-07-28 14:26:18+00:00,,"['peft', 'safetensors', 'medical', 'emergency', 'first-aid', 'healthcare', 'offline', 'gemma3n', 'lora', 'adapter', 'unsloth', 'en', 'dataset:ericrisco/medrescue', 'base_model:unsloth/gemma-3n-E4B-it', 'base_model:adapter:unsloth/gemma-3n-E4B-it', 'license:gemma', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.0986122886681098,0.0
OpenMed/OpenMed-NER-AnatomyDetect-SuperMedical-355M-mlx,OpenMed,True,7,0,2026-06-03 20:22:46+00:00,2026-06-23 08:27:40+00:00,token-classification,"['openmed', 'roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-AnatomyDetect-SuperMedical-355M', 'base_model:finetune:OpenMed/OpenMed-NER-AnatomyDetect-SuperMedical-355M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.0794415416798357,0.0
OpenMed/OpenMed-NER-OrganismDetect-PubMed-v2-109M-mlx,OpenMed,True,15,0,2026-06-03 22:01:26+00:00,2026-06-23 08:25:38+00:00,token-classification,"['openmed', 'bert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-OrganismDetect-PubMed-v2-109M', 'base_model:finetune:OpenMed/OpenMed-NER-OrganismDetect-PubMed-v2-109M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.772588722239781,0.0
mradermacher/medgemma-4b-it-abliterated-GGUF,mradermacher,False,245,3,2025-06-02 18:10:41+00:00,2025-07-11 01:31:32+00:00,text-generation,"['transformers', 'gguf', 'text-generation', 'large-language-model', 'medical', 'instruction-following', 'axolotl', 'lora', 'abliteration', 'medgemma', 'en', 'base_model:drwlf/medgemma-4b-it-abliterated', 'base_model:adapter:drwlf/medgemma-4b-it-abliterated', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,5.5053315359323625,1.3862943611198906
rntc/mc-bio-gliner-lymphome,rntc,False,30,0,2026-07-22 09:47:10+00:00,2026-07-22 09:47:33+00:00,token-classification,"['gliner2', 'safetensors', 'extractor', 'token-classification', 'structured-extraction', 'biomedical', 'french', 'clinical', 'gliner', 'fr', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.4339872044851463,0.0
OpenMed/OpenMed-PII-Italian-mSuperClinical-Large-279M-v1,OpenMed,True,45,0,2026-02-10 19:14:35+00:00,2026-02-10 19:14:54+00:00,token-classification,"['transformers', 'safetensors', 'deberta-v2', 'token-classification', 'ner', 'pii', 'pii-detection', 'de-identification', 'privacy', 'healthcare', 'medical', 'clinical', 'phi', 'italian', 'pytorch', 'openmed', 'it', 'base_model:microsoft/mdeberta-v3-base', 'base_model:finetune:microsoft/mdeberta-v3-base', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",yes,yes,no,no,no,no,no,,False,False,False,0,True,False,3.828641396489095,0.0
abirmaheshwari/abirmed_pediatric_slm,abirmaheshwari,False,2,0,2026-02-21 23:42:01+00:00,2026-02-21 23:46:18+00:00,,"['transformers', 'safetensors', 'abirmed', 'medical', 'pediatric', 'slm', 'A.B.I.R', 'abirmaheshwari', 'indiaai', 'en', 'license:mit', 'endpoints_compatible', 'region:us']",yes,no,no,no,no,no,no,,True,False,False,1,True,True,1.0986122886681098,0.0
Zamoranesis/delirium_roberta,Zamoranesis,False,3,1,2023-10-09 10:57:18+00:00,2023-10-09 11:23:52+00:00,fill-mask,"['transformers', 'pytorch', 'roberta', 'fill-mask', 'healthcare', 'medical', 'pharma', 'surgery', 'base_model:allenai/biomed_roberta_base', 'base_model:finetune:allenai/biomed_roberta_base', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.3862943611198906,0.6931471805599453
Hriday75/qwen2.5-3b-infectious-disease-chat,Hriday75,False,1,0,2026-06-22 07:59:02+00:00,2026-06-22 08:15:06+00:00,text-generation,"['peft', 'safetensors', 'medical', 'infectious-disease', 'virology', 'conversational', 'chat', 'adapter', 'lora', 'qwen2.5', 'text-generation', 'base_model:unsloth/Qwen2.5-3B-bnb-4bit', 'base_model:adapter:unsloth/Qwen2.5-3B-bnb-4bit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.6931471805599453,0.0
rntc/qwen3.5-9b-lymphome-ecrf-lora,rntc,False,8,0,2026-06-23 10:46:17+00:00,2026-06-25 09:51:28+00:00,,"['peft', 'safetensors', 'lora', 'clinical', 'extraction', 'french', 'lymphoma', 'ecrf', 'fr', 'dataset:rntc/lymphome-synth-v4', 'base_model:Qwen/Qwen3.5-9B', 'base_model:adapter:Qwen/Qwen3.5-9B', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.1972245773362196,0.0
OpenMed/OpenMed-NER-DiseaseDetect-SnowMed-568M,OpenMed,True,91730,2,2025-07-16 20:34:14+00:00,2025-08-05 09:40:26+00:00,token-classification,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'disease-entity-recognition', 'medical-diagnosis', 'pathology', 'biocuration', 'disease', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",yes,partial,no,no,no,no,no,,False,False,False,0,True,False,11.426615660003202,1.0986122886681098
sai2002/symtoms,sai2002,False,0,2,2023-03-29 09:26:55+00:00,2023-03-29 10:09:20+00:00,text-classification,"['spacy', 'medical', 'text-classification', 'en', 'arxiv:1910.09700', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,1.0986122886681098
Nemesispro/Huihui-Qwythos-9B-Claude-Mythos-5-1M-abliterated,Nemesispro,False,28,0,2026-06-30 22:02:13+00:00,2026-06-30 22:02:14+00:00,text-generation,"['transformers', 'safetensors', 'qwen3_5', 'image-text-to-text', 'qwen3.5', 'reasoning', 'uncensored', 'long-context', '1M-context', 'function-calling', 'tool-use', 'sft', 'full-fine-tune', 'cybersecurity', 'biomedical', 'agentic', 'abliterated', 'text-generation', 'conversational', 'en', 'base_model:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'base_model:finetune:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.367295829986474,0.0
Raziel1234/GAD-2-177M-SFT-Preview,Raziel1234,False,4,0,2026-02-20 19:19:47+00:00,2026-02-20 19:27:10+00:00,text-generation,"['transformers', 'safetensors', 'gad_v2', 'text-generation', 'chemistry', 'biology', 'finance', 'legal', 'music', 'art', 'code', 'climate', 'medical', 'agent', 'text-generation-inference', 'merge', 'moe', 'custom_code', 'en', 'base_model:Raziel1234/GAD-2', 'base_model:finetune:Raziel1234/GAD-2', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
LeroyDyer/Mixtral_AI_1x4,LeroyDyer,False,10,1,2024-04-03 22:00:32+00:00,2024-08-26 05:12:16+00:00,,"['transformers', 'gguf', 'biology', 'legal', 'medical', 'chemistry', 'moe', 'merge', 'llama-cpp', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.3978952727983707,0.6931471805599453
flyingfishinwater/Qwen3.5-2B-MedVL-MLX-4bit,flyingfishinwater,False,6,0,2026-04-15 12:50:21+00:00,2026-04-18 00:27:49+00:00,visual-question-answering,"['safetensors', 'qwen3_5', 'medical', 'vqa', 'qwen3.5', 'synthvision', 'visual-question-answering', 'base_model:Qwen/Qwen3.5-2B', 'base_model:quantized:Qwen/Qwen3.5-2B', 'license:apache-2.0', '4-bit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.9459101490553132,0.0
yzd11/MediQwen7b,yzd11,False,0,0,2024-12-17 12:57:52+00:00,2024-12-17 13:05:25+00:00,,"['medical', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
savalera/isear-emotion-classifier,savalera,True,2,1,2025-11-07 08:12:39+00:00,2025-11-07 08:58:22+00:00,text-classification,"['safetensors', 'bert', 'emotion', 'psychology', 'medical', 'text-classification', 'en', 'dataset:savalera/isear-from-original', 'base_model:google-bert/bert-base-uncased', 'base_model:finetune:google-bert/bert-base-uncased', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.0986122886681098,0.6931471805599453
OpenMed/OpenMed-NER-DNADetect-PubMed-335M-mlx,OpenMed,True,13,0,2026-06-03 21:12:10+00:00,2026-06-23 08:25:12+00:00,token-classification,"['openmed', 'bert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-DNADetect-PubMed-335M', 'base_model:finetune:OpenMed/OpenMed-NER-DNADetect-PubMed-335M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.6390573296152584,0.0
xtie/PEGASUSScore-PET,xtie,False,4,0,2023-09-04 21:53:58+00:00,2023-10-19 16:21:34+00:00,summarization,"['transformers', 'pytorch', 'pegasus', 'text2text-generation', 'summarization', 'medical', 'en', 'arxiv:2309.10066', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
Su-informatics-lab/bert_base_uncased_rxnorm_babbage,Su-informatics-lab,True,12,1,2024-05-30 23:25:03+00:00,2024-06-01 01:02:28+00:00,fill-mask,"['transformers', 'safetensors', 'bert', 'fill-mask', 'pytorch', 'medical', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.5649493574615367,0.6931471805599453
mradermacher/MedFound-176B-GGUF,mradermacher,False,0,1,2025-02-22 03:42:14+00:00,2025-07-31 11:36:23+00:00,,"['transformers', 'medical', 'en', 'base_model:medicalai/MedFound-176B', 'base_model:finetune:medicalai/MedFound-176B', 'license:afl-3.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.6931471805599453
OpenMed/OpenMed-PII-French-LiteClinicalU-Small-66M-v1-mlx,OpenMed,True,14,0,2026-04-08 20:07:43+00:00,2026-04-14 07:43:07+00:00,token-classification,"['openmed', 'distilbert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-PII-French-LiteClinicalU-Small-66M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-French-LiteClinicalU-Small-66M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.70805020110221,0.0
blaze999/Medical-NER,blaze999,False,62887,231,2024-02-09 12:57:34+00:00,2024-04-08 06:15:22+00:00,token-classification,"['transformers', 'safetensors', 'deberta-v2', 'token-classification', 'generated_from_trainer', 'medical', 'base_model:microsoft/deberta-v3-base', 'base_model:finetune:microsoft/deberta-v3-base', 'license:mit', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,11.049110645473592,5.44673737166631
